,Date,Open,High,Low,Close,Adj Close,Volume
0,2010-01-04,312.304413,313.57962000000003,310.954468,312.204773,312.204773,3927000
1,2010-01-05,312.418976,312.747742,309.60949700000003,310.829926,310.829926,6031900
2,2010-01-06,311.761444,311.761444,302.047852,302.994293,302.994293,7987100
3,2010-01-07,303.562164,303.86105299999997,295.21844500000003,295.940735,295.940735,12876600
4,2010-01-08,294.894653,300.498657,293.455048,299.885956,299.885956,9483900
5,2010-01-11,301.10141,301.10141,295.910858,299.432648,299.432648,14479800
6,2010-01-12,297.709106,297.963165,292.90213,294.137512,294.137512,9742900
7,2010-01-13,287.16861,293.091431,285.878448,292.448822,292.448822,13041800
8,2010-01-14,290.859772,295.99054,290.31683300000003,293.823669,293.823669,8511900
9,2010-01-15,295.562164,295.67175299999997,287.940735,288.91705299999995,288.91705299999995,10909600
10,2010-01-19,289.51483199999996,294.107605,287.069,292.71283,292.71283,8665700
11,2010-01-20,291.89590499999997,291.89590499999997,286.57086200000003,289.121307,289.121307,6525700
12,2010-01-21,290.630646,292.314331,285.056549,290.401489,290.401489,12662600
13,2010-01-22,281.196014,284.234619,266.431335,273.97805800000003,273.97805800000003,13651700
14,2010-01-25,272.274445,273.9133,266.755127,268.99176,268.99176,8872800
15,2010-01-26,267.98053,273.77383399999997,267.143677,270.19723500000003,270.19723500000003,8743600
16,2010-01-27,269.62439,272.80246,266.65551800000003,270.037842,270.037842,7958400
17,2010-01-28,271.228363,272.478668,264.309296,266.1474,266.1474,6482300
18,2010-01-29,268.239563,269.484894,261.82360800000004,263.98053,263.98053,8311900
19,2010-02-01,266.301849,266.90457200000003,264.159851,265.514771,265.514771,4518400
20,2010-02-02,266.481171,266.481171,262.819885,264.568329,264.568329,8223000
21,2010-02-03,263.3479,270.037842,263.128723,269.400208,269.400208,6020500
22,2010-02-04,267.497345,267.99548300000004,261.798706,262.406433,262.406433,6780600
23,2010-02-05,263.213409,265.753876,260.25451699999996,264.653015,264.653015,6335600
24,2010-02-08,265.255768,269.988007,264.772552,265.738953,265.738953,5408700
25,2010-02-09,268.762604,269.75390600000003,266.53595,267.218414,267.218414,5660200
26,2010-02-10,266.037811,267.890869,262.85974100000004,266.22711200000003,266.22711200000003,5369000
27,2010-02-11,265.664215,269.23584,263.761353,267.198486,267.198486,4838000
28,2010-02-12,265.489868,267.572083,264.259491,265.564606,265.564606,4576400
29,2010-02-16,267.432587,271.049042,266.152405,269.639313,269.639313,7336100
30,2010-02-17,269.988007,270.685394,267.80120800000003,268.100098,268.100098,4074500
31,2010-02-18,267.76635699999997,271.487396,267.06897000000004,270.595734,270.595734,4691200
32,2010-02-19,269.255768,270.999237,268.84231600000004,269.370331,269.370331,5125300
33,2010-02-22,272.653015,272.727753,269.48989900000004,270.386536,270.386536,4305100
34,2010-02-23,270.486145,270.799988,265.151154,266.53595,266.53595,5766600
35,2010-02-24,265.992981,268.214661,264.264465,264.74267599999996,264.74267599999996,4670500
36,2010-02-25,262.575806,263.25824,259.029083,262.232086,262.232086,6643100
37,2010-02-26,262.72525,264.882172,260.762604,262.41641200000004,262.41641200000004,4113800
38,2010-03-01,263.611908,265.649292,262.884644,265.350403,265.350403,4492500
39,2010-03-02,266.740204,271.811188,266.506073,269.519775,269.519775,8746200
40,2010-03-03,270.16735800000004,273.036591,268.61816400000004,271.641815,271.641815,6201800
41,2010-03-04,272.229614,277.026642,272.08017,276.259521,276.259521,6391300
42,2010-03-05,279.626892,282.775085,278.904602,281.051544,281.051544,7853700
43,2010-03-08,281.33547999999996,281.534729,279.45752000000005,280.189789,280.189789,4790600
44,2010-03-09,278.8797,281.275696,277.210938,279.049042,279.049042,6376900
45,2010-03-10,280.82739300000003,288.16986099999997,280.055298,287.148682,287.148682,11352100
46,2010-03-11,286.0578,292.010468,286.027893,289.48492400000003,289.48492400000003,8498200
47,2010-03-12,292.971863,293.04159500000003,288.498627,288.687927,288.687927,5527400
48,2010-03-15,282.281952,283.66177400000004,276.961884,280.538483,280.538483,9342600
49,2010-03-16,279.865997,283.148682,279.332977,281.544708,281.544708,6888600
50,2010-03-17,283.08892799999995,284.65802,281.071472,281.72402999999997,281.72402999999997,6668000
51,2010-03-18,281.30560299999996,283.158661,280.428894,282.142456,282.142456,3567600
52,2010-03-19,278.954407,282.939484,277.599487,278.954407,278.954407,9624200
53,2010-03-22,277.016663,282.366608,276.105103,277.709076,277.709076,8039600
54,2010-03-23,277.47995,278.112579,269.988007,273.474945,273.474945,11043800
55,2010-03-24,271.73645,278.8797,268.84231600000004,277.62439,277.62439,13179500
56,2010-03-25,278.466248,284.932007,278.286926,280.38903799999997,280.38903799999997,7891200
57,2010-03-26,281.57955899999996,282.63562,278.964386,280.294403,280.294403,5412500
58,2010-03-29,280.448822,281.30560299999996,279.238342,280.17483500000003,280.17483500000003,6232200
59,2010-03-30,280.364136,282.755157,279.09390299999995,282.296875,282.296875,3970500
60,2010-03-31,281.469971,283.806213,280.354156,282.501129,282.501129,6084200
61,2010-04-01,284.608215,285.65429700000004,281.71905499999997,283.337982,283.337982,4221100
62,2010-04-05,284.384064,286.36663799999997,283.437592,284.438843,284.438843,3817200
63,2010-04-06,283.666748,284.379089,281.644318,283.049072,283.049072,4135600
64,2010-04-07,282.59078999999997,283.31307999999996,279.880951,280.717804,280.717804,5181200
65,2010-04-08,280.608215,283.861023,278.979309,282.685425,282.685425,3909500
66,2010-04-09,282.685425,283.323029,280.94693,282.052795,282.052795,4128600
67,2010-04-12,282.61569199999997,285.92828399999996,282.052795,285.295654,285.295654,4722400
68,2010-04-13,285.196014,293.340485,284.498627,292.289429,292.289429,7853900
69,2010-04-14,293.92828399999996,295.06402599999996,290.914581,293.400269,293.400269,6830900
70,2010-04-15,294.97934,297.80377200000004,293.0466,296.53851299999997,296.53851299999997,13574200
71,2010-04-16,280.448822,283.34295699999996,273.788757,274.047791,274.047791,24562600
72,2010-04-19,273.350403,275.960632,271.48242200000004,274.02288799999997,274.02288799999997,7817100
73,2010-04-20,276.050293,278.785034,274.501099,276.483673,276.483673,5977000
74,2010-04-21,277.19101,279.078949,275.049042,276.115051,276.115051,4800800
75,2010-04-22,274.96936,275.218414,270.660492,272.508575,272.508575,6585900
76,2010-04-23,272.60321,273.634338,270.122528,271.477448,271.477448,4194300
77,2010-04-26,271.467468,271.477448,263.616913,264.827362,264.827362,8770300
78,2010-04-27,263.487396,268.159882,262.630585,263.542175,263.542175,7718100
79,2010-04-28,265.056488,266.41641200000004,259.542175,263.60693399999997,263.60693399999997,6837700
80,2010-04-29,265.689117,267.248291,262.351654,265.006683,265.006683,6140700
81,2010-04-30,264.57330299999995,267.83609,261.738953,261.868439,261.868439,4888900
